Angul,Balasore,Bhadrak,Bolangir,Baragarh,Boudh,Cuttack,Dhenkanal,Deogarh,Ganjam,Gajapati,Jagatsingpur,Jajpur,Jharsuguda,Kalahandi,Koaraput,Keonjhar,Kandhamal,Kendrapara,Khurda,Mayurbhanj,Malkangiri,Nuapara,Nawarangpur,Nayagarh,Puri,Rayagada,Sambalpur,Sonepur,Sundargarh
2.007334481,19.48948134,75.64873661,13.64360061,6.069831238,140.0480016,11.54143761,15.233687,2.973660216,6.295401232,118.1594836,72.20068023,30.57775748,13.18750206,19.34742549,39.7765836,5.114878881,42.02683368,100.5307672,19.56563898,29.91328897,26.48365758,42.72673438,68.26085956,37.12105827,19.53105547,38.19621826,18.92410861,48.40294831,6.824735764
7.780996274,66.81816327,157.3090485,13.9812585,38.25119292,24.47521508,24.02569228,91.68467513,79.31613532,16.64347376,30.34730557,10.42073928,44.42584533,67.06680264,3.683448758,9.271198738,10.07428694,20.77395013,242.419288,131.7543882,123.5587284,63.43015451,43.12622155,103.836606,89.36203849,13.27539907,24.30646414,2.488709541,62.46024284,13.88722517
0.582863742,81.24968158,121.2067171,23.02481044,27.20012579,49.2122705,66.42838519,26.97895716,63.0856311,12.3152344,69.69269704,15.17476283,18.80747126,50.16662805,10.3000314,36.78687734,15.74623316,15.81285812,83.2726093,9.079330396,38.55856998,79.8638882,26.55403467,73.86761721,23.75312583,18.79044327,20.45252368,20.49069443,92.63101463,6.674978636
76.39624832,38.8397009,33.6305027,18.33764029,5.390938368,17.52656912,48.08327581,12.4405333,39.05384513,52.01246678,45.58387609,14.34732647,15.56896552,46.83067697,8.456084388,9.016073488,32.66009714,2.605559272,64.44695801,16.2049202,48.24110122,33.34049734,144.2572974,81.73013461,3.151848003,44.94394225,33.17602683,51.39004186,88.73001422,1.965878993
58.60970768,15.21658316,77.00211079,21.86055492,62.74893062,28.49741972,19.04747529,20.65707656,73.3421308,41.74813209,76.32806099,82.13020665,13.00373909,0.719075691,6.246549905,3.785230409,19.76390192,36.87079254,35.18810383,10.80781928,30.21884254,48.79704701,48.33669988,182.6424619,7.348617104,8.410245184,17.46732341,21.66768101,87.59472897,25.80563645
3.773319138,22.74607682,23.09175927,6.339097301,7.411988314,96.41746965,72.55614518,8.188701485,38.80745075,65.11625145,17.28651316,24.488705,20.30874098,7.4952087,19.73483364,22.49485817,13.89691522,11.64034506,9.876979324,49.95112117,5.30483191,10.0626093,26.87029294,7.816453049,17.36017622,85.13233364,8.941856496,8.871350773,75.23669284,41.0158566
4.256774238,70.84800129,132.3703579,34.65561388,78.20488436,21.43489558,12.76355889,30.50744465,14.31354577,8.456432934,57.22022294,21.78725565,7.75862069,93.77947604,0.875646138,2.011637093,16.86326356,59.55684582,17.68286919,17.45514314,2.24625624,30.92134847,2.130074726,67.57772955,38.90591357,29.45471474,9.859562871,5.072980589,42.96327938,6.465546543
27.790852,12.11292719,12.69270834,7.889027209,2.721280135,44.32141345,46.49384437,52.62565032,15.23898299,2.121379991,26.68735255,49.98873074,50.07778066,14.8091067,9.883940412,22.74621442,38.13413896,16.06119836,43.08643889,27.98994096,49.38849779,21.7691046,14.96543668,2.488520494,60.50727757,52.85831129,1.722145441,16.34169632,44.16604918,21.72018747
37.54972046,35.18330998,66.75513477,8.414908505,33.25083012,54.49746765,43.96925469,0.677249412,15.36804542,35.37031006,22.02681435,2.884606447,5.402298851,26.16930278,19.97422971,25.2431844,5.599699119,19.12904263,47.10085115,35.3306251,7.294429708,0.017888347,30.27513287,67.58292164,36.60589159,72.26587173,27.55700325,54.73715805,35.77812694,40.67652879
8.37474141,12.85411399,16.20029175,11.65091597,36.24122569,33.59940139,2.583384908,36.48148361,2.185206103,6.642417285,8.260210838,11.79229932,34.03839317,0.628371027,19.51254618,0.060695097,14.41340669,24.81840597,10.03144764,5.390369248,85.84823487,7.911555422,40.15283254,9.732757791,14.11418751,80.33371696,4.749222483,28.08242647,99.85768238,12.17444428
34.59162505,77.82679462,85.38472968,11.72075087,60.26960066,33.93354755,71.56698691,0.83949212,1.160944508,5.425873893,21.85557144,2.546553147,35.92382913,1.860261092,2.822062832,14.74170454,58.22205451,8.82961987,20.88150914,48.27101636,6.768748493,109.6464203,28.64336725,14.66549278,19.25015974,159.4186531,38.69832251,12.46080375,14.95622064,48.1355952
27.01869482,37.60485709,64.38169299,7.230223349,49.93734791,5.576942019,117.640131,78.4773,33.5246952,10.18230443,46.70268041,9.471248208,19.76127321,18.94952943,39.13048104,153.1823722,34.13460507,44.76280273,6.472485632,8.145414784,12.88044853,45.28114823,8.45864952,20.61353345,38.78955045,74.48366193,46.50150527,2.033948082,2.824140714,43.03339393
20.53738443,26.05182014,8.661512353,2.41808342,83.21431908,15.1030957,15.63555616,16.06594891,42.2792341,32.79138776,83.86113792,5.891300091,8.719211823,12.46564714,21.95718238,39.59450031,10.82916091,20.47904455,15.63021781,88.47775176,37.3035519,38.00666071,14.51335145,14.89713595,101.1353806,1.819973076,44.08771691,2.197199302,6.901043634,45.98501062
18.06076649,50.30478731,85.25706223,30.21836463,66.5321032,51.45582115,83.18064747,31.22060845,61.45097864,3.355132152,50.88568063,1.518601876,23.1661442,29.38931254,35.67906458,10.66100513,39.77233536,20.29158077,16.98005483,74.07238624,70.94999509,18.66413843,12.71349593,63.86111923,59.60478096,45.06804833,27.41129374,0.569572526,49.92673063,16.79900747
17.74717542,38.34252014,12.35599704,3.38227813,35.6839589,31.43815978,46.41403116,8.434513049,54.18445685,8.716130864,40.29016935,16.74590822,1.431359792,45.77728184,24.22909044,47.74718791,16.19682904,22.44844828,11.82517262,6.678985506,13.25570981,13.81266489,10.6376939,63.12010175,40.22080161,44.09104273,23.10941039,28.82713383,35.3553192,150.5071235
